clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds
25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.508675267,0.453028369,36.92483932
25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.464411249,0.405525072,32.71791783
12.5,0.25,0.38,0.38,0.62,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.381314223,0.400831115,30.55801912
25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.62809913,0.521522083,42.13008169
25,0.25,0.25,0.25,0.75,86,52,71.9,62,30,50.8,24,0.39,0.376670148,0.388821721,29.90851804
12.5,0.25,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.612222602,0.506852617,42.23972427
25,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.378833119,0.408038131,31.85521692
25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.449296527,0.435203234,34.95536146
12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.410652063,0.383563534,35.55853787
12.5,0.25,0.25,0.38,0.63,86,52,71.9,62,30,50.8,1,0.1,0.572046486,0.488638858,40.03902035
25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,34,0.56,0.404225284,0.409987805,31.92881551
12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.489635345,0.419215723,34.95207208
12.5,0.25,0.25,0.63,0.75,86,52,71.9,62,30,50.8,24,0.39,0.498657334,0.448647248,36.84586824
12.5,0.25,0.25,0.38,0.25,86,52,71.9,62,30,50.8,24,0.39,0.456503309,0.438612787,31.86729396
25,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.520180895,0.460795368,37.25789282
12.5,0.25,0.25,0.38,0.75,86,52,71.9,62,30,50.8,16,0.26,0.607679197,0.502740901,42.93452098
12.5,0.25,0.25,0.38,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.546174929,0.451546571,37.80745277
25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.404446048,0.394971426,31.57755786
12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.578889093,0.481349777,40.0282126
25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.494677622,0.446912521,35.68558673
20,0.537,0.117,0.409,0.058,86,52,71.9,62,30,50.8,16,0.26,0.630637776,0.520003767,44.39094402
25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.48180056,0.447095519,35.17991165
37.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,1,0.1,0.502785174,0.450749828,37.71251297
25,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.391734321,0.394971427,30.79125626
12.5,0.25,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.614621141,0.502740901,43.68715255
12.5,0.25,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.493757519,0.454917386,36.82658691
25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,24,0.39,0.407072571,0.400102144,30.27510191
25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.468192461,0.431072001,34.20555034
12.5,0.25,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.595065655,0.495912854,41.93725753
25,0.5,0.25,0.75,0.75,86,52,71.9,62,30,50.8,1,0.1,0.517170181,0.464165541,36.31159312
25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.38581266,0.376874346,29.3286186
12.5,0.25,0.25,0.38,0.38,86,52,71.9,62,30,50.8,24,0.39,0.483872542,0.439422701,34.76957798
12.5,0.25,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.480386371,0.436459223,34.60429153
25,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.308856187,0.366977261,27.19065136
25,0.5,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.517169415,0.454160581,36.46620322
12.5,0.25,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.502785174,0.456066643,36.3572405
12.5,0.25,0.25,0.75,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.49074338,0.448972519,35.50564628
12.5,0.25,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.448841436,0.405525072,31.10161493
25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.518626455,0.460895865,37.3001964
25,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.48180056,0.436345708,34.78105469
25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.469631675,0.434132503,34.86353984
12.5,0.25,0.38,0.5,0.63,86,52,71.9,62,30,50.8,34,0.56,0.467812388,0.434349356,34.3041215
25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,1,0.1,0.404617089,0.404617089,31.64262219
25,0.5,0.25,0.75,0.75,86,52,71.9,62,30,50.8,1,0.1,0.534251703,0.46389552,37.83085922
25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.53513718,0.446570029,37.77937909
25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.473142233,0.435620773,34.8499528
12.5,0.25,0.25,0.63,0.75,86,52,71.9,62,30,50.8,1,0.1,0.607679197,0.504532158,42.50248162
25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.480072982,0.440375173,34.97131513
12.5,0.25,0.25,0.75,0.5,86,52,71.9,62,30,50.8,1,0.1,0.56581933,0.461801728,44.17176453
25,0.5,0.38,0.5,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.353235517,0.353235517,31.90931611
25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,24,0.39,0.450102564,0.428771298,33.76469664
12.5,0.25,0.25,0.38,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.340822336,0.320727305,27.8743632
25,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.477641079,0.439395296,34.89511705
25,0.5,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.363726236,0.388821721,28.79344014
37.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.483805569,0.445587455,35.78114217
25,0.5,0.25,0.38,0.75,86,52,71.9,62,30,50.8,16,0.26,0.402052391,0.402226397,31.78225878
12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.533820778,0.437354261,36.40698205
12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.55195445,0.455560504,38.4173944
12.5,0.25,0.25,0.38,0.25,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.502842336,0.433407697,35.62231346
12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.54259037,0.445382693,37.23938598
25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,24,0.39,0.476364762,0.428118259,33.23191007
25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.518626455,0.460795368,37.29886067
25,0.5,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.555568429,0.444658692,38.52587501
25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.542170237,0.471161461,38.69800786
25,0.25,0.25,0.25,0.38,86,52,71.9,62,30,50.8,1,0.1,0.463039338,0.434132503,33.23244939
12.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,24,0.39,0.48180056,0.442789316,34.97653895
25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.514086408,0.453821541,37.3001964
25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.459087683,0.405898222,32.76315093
25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,16,0.26,0.477940817,0.435291285,34.2751629
25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,24,0.39,0.592798225,0.497978979,41.19101338
12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.57467888,0.474776543,39.81661146
12.5,0.25,0.25,0.63,0.75,86,52,71.9,62,30,50.8,16,0.26,0.520587192,0.46326367,37.67828481
25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.381314223,0.402855862,31.00460557
25,0.5,0.25,0.5,0.5,86,52,71.9,62,30,50.8,16,0.26,0.456503309,0.430330293,34.89995717
12.5,0.25,0.25,0.63,0.5,86,52,71.9,62,30,50.8,1,0.1,0.63346314,0.5251356,45.20294287
25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,34,0.56,0.421629852,0.414272565,32.15868546
25,0.5,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.509560238,0.446575791,35.77113923
25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.442626748,0.42018755,32.59242207
12.5,0.25,0.25,0.63,0.63,86,52,71.9,62,30,50.8,16,0.26,0.582482579,0.486003684,40.18721608
12.5,0.25,0.25,0.75,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.568853507,0.463561831,37.52274536
25,0.5,0.25,0.75,0.63,86,52,71.9,62,30,50.8,24,0.39,0.542163836,0.4745752,39.81661146
25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.391598449,0.386533319,29.94364365
12.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,16,0.26,0.557250655,0.474798231,38.86811018
12.5,0.25,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.605758307,0.500647106,41.44744954
25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.469150447,0.43491927,35.33665515
25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.538550337,0.473993739,38.86811018
12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.572725923,0.482227496,39.64669117
12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.4965362,0.42403139,34.98857322
37.5,0.25,0.25,0.25,0.25,86,52,71.9,62,30,50.8,34,0.56,0.402052391,0.40166998,30.57505732
12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.476202171,0.419747673,37.62231346
25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,1,0.1,0.553729922,0.476928353,38.64034468
12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.638323095,0.527895672,45.06919216
12.5,0.25,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.462752296,0.438875462,33.29886067
25,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.353235517,0.391524096,29.71977169
25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.490016595,0.446518367,35.82485206
37.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.346410766,0.386415506,28.13589892
25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.511830268,0.460796109,37.03329756
12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.502842336,0.455614374,36.94898618
25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.467812388,0.436042539,34.78105469
25,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.43687052,0.409260571,33.3649925
25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.620391949,0.529619103,38.46756134
12.5,0.25,0.25,0.38,0.63,86,52,71.9,62,30,50.8,24,0.39,0.564794821,0.471828735,39.23411184
25,0.25,0.25,0.38,0.38,86,52,71.9,62,30,50.8,16,0.26,0.340063353,0.377915162,28.21340501
12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.589306067,0.482908968,40.11609155
12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.595948108,0.495006371,40.33534199
25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,1,0.1,0.599023157,0.485791513,37.81761708
25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.583697575,0.482874674,40.22738685
25,0.5,0.25,0.5,0.75,86,52,71.9,62,30,50.8,16,0.26,0.527742687,0.461801728,37.71251297
25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.566719686,0.463152392,37.67828481
25,0.5,0.38,0.63,0.75,86,52,71.9,62,30,50.8,34,0.56,0.391964935,0.401506621,30.22351864
25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.518626455,0.465952713,37.87016972
25,0.5,0.25,0.5,0.75,86,52,71.9,62,30,50.8,34,0.56,0.467741485,0.435851115,34.48550991
25,0.5,0.38,0.38,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.501777434,0.455880077,36.36293728
12.5,0.25,0.38,0.38,0.63,86,52,71.9,62,30,50.8,16,0.26,0.553729922,0.470176914,38.92972033
25,0.5,0.25,0.5,0.5,86,52,71.9,62,30,50.8,16,0.26,0.492809568,0.442248924,37.7513957
12.5,0.25,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.391598449,0.403129918,31.59741611
12.5,0.25,0.25,0.25,0.38,94.6,57.2,79,68.2,33,55.9,34,0.56,0.393394771,0.402362581,31.78225878
12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.590337413,0.495164177,41.3159122
37.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.32833671,0.37718413,28.21340501
12.5,0.25,0.25,0.25,0.5,86,52,71.9,62,30,50.8,34,0.56,0.434546355,0.424380104,33.75309045
12.5,0.25,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.613537797,0.529501569,43.2744187
12.5,0.25,0.38,0.5,0.75,86,52,71.9,62,30,50.8,16,0.26,0.583697575,0.485989695,40.29886067
25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,1,0.1,0.556301788,0.476588872,38.87016972
12.5,0.25,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.33163021,0.373012567,27.62154773
25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,24,0.39,0.47973321,0.437265704,34.20739786
12.5,0.25,0.25,0.25,0.38,94.6,57.2,79,68.2,33,55.9,1,0.1,0.583077181,0.48684278,40.55976952
12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.453234697,0.401236607,32.31099546
12.5,0.25,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.508104246,0.452143561,39.23411184
12.5,0.25,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.547743879,0.462462315,38.70569591
25,0.5,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.40294843,0.401067837,31.85521692
12.5,0.25,0.25,0.25,0.63,86,52,71.9,62,30,50.8,16,0.26,0.601353783,0.491547404,41.61500537
12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.493693466,0.446912521,35.75622341
12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.490016595,0.424902006,34.43568098
12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.447647041,0.425521904,33.44495739
12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.482996546,0.418055839,34.94019505
12.5,0.25,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.464368945,0.433195442,33.28905228
25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.528899809,0.465157167,37.78638255
25,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.454381334,0.401067837,33.07391322
12.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,1,0.1,0.548724554,0.470373306,38.45140921
12.5,0.25,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.578114733,0.486889324,40.16632715
25,0.5,0.38,0.5,0.75,86,52,71.9,62,30,50.8,34,0.56,0.459087683,0.409987805,32.88840203
12.5,0.25,0.25,0.38,0.75,86,52,71.9,62,30,50.8,1,0.1,0.619453149,0.530933466,42.17176453
12.5,0.25,0.25,0.38,0.5,86,52,71.9,62,30,50.8,1,0.1,0.545028739,0.472979714,38.63984283
25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.456503309,0.412450296,33.62804711
25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.476178181,0.438231396,34.70788043
12.5,0.25,0.25,0.25,0.38,94.6,57.2,79,68.2,33,55.9,1,0.1,0.512802719,0.463020067,37.31114278
12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.535863236,0.446570029,37.02177209
25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.476911433,0.43910209,34.68201491
25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.541564813,0.464561582,36.68541263
12.5,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.57967664,0.486201582,40.26540842
12.5,0.25,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.546174929,0.475184735,37.90850822
12.5,0.25,0.38,0.38,0.5,86,52,71.9,62,30,50.8,24,0.39,0.545028739,0.473660277,38.94515185
12.5,0.25,0.25,0.38,0.38,86,52,71.9,62,30,50.8,1,0.1,0.596753394,0.495164177,41.19101338
25,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.469631675,0.431946288,34.78488765
12.5,0.25,0.38,0.5,0.5,86,52,71.9,62,30,50.8,34,0.56,0.593029845,0.498055536,41.22334958
25,0.5,0.25,0.75,0.63,86,52,71.9,62,30,50.8,1,0.1,0.556301788,0.477126551,39.1606042
12.5,0.25,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.469631675,0.41390409,33.99654763
12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.559215109,0.472468254,38.93451187
25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.350992769,0.377566465,28.43820263
25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.469925759,0.429452031,33.58954163
25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.493693466,0.443889013,35.98855463
25,0.25,0.25,0.25,0.38,86,52,71.9,62,30,50.8,24,0.39,0.489823352,0.428118259,33.12546719
25,0.5,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.47771355,0.439422701,34.87061011
12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.538125922,0.442557129,36.81673726
12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.575902218,0.480779062,39.33656697
25,0.5,0.25,0.75,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.610860604,0.529501569,45.18941145
12.5,0.25,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.623063206,0.513585375,43.28624094
25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,24,0.39,0.579628479,0.481173502,37.04045222
12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.500437501,0.444116316,35.13495468
12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.566350244,0.473088807,39.98873363
25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.354243745,0.392836179,28.80786754
12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.40294843,0.404869033,31.43977899
25,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.538604193,0.471161461,38.65527495
12.5,0.25,0.25,0.25,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.397461189,0.391582692,30.88504716
25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,1,0.1,0.511750776,0.458966196,36.67877702
25,0.5,0.25,0.5,0.75,86,52,71.9,62,30,50.8,1,0.1,0.488485703,0.423827032,33.221987
25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.480072982,0.438630573,34.33876109
12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.614621141,0.513728593,43.3126693
25,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.464972316,0.413380913,33.28905228
25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,16,0.26,0.506599706,0.453470679,38.82636429
12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.476202171,0.415270878,33.221987
12.5,0.25,0.25,0.25,0.63,86,52,71.9,62,30,50.8,24,0.39,0.595942061,0.493257523,41.71941614
12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.528899809,0.465807165,37.9611224
25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.402838656,0.409989204,32.05729766
12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.538703555,0.44549439,37.96686445
25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.475118209,0.418867231,34.0430221
12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.542133036,0.467852649,37.74750888
12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.425010896,0.409976946,32.68039834
25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,24,0.39,0.50706065,0.452484359,36.84586824
25,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.404225284,0.407940293,31.70230081
12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.603545036,0.500524535,41.73066669
25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.451083154,0.401275192,32.46088718
12.5,0.25,0.25,0.38,0.5,86,52,71.9,62,30,50.8,16,0.26,0.594206083,0.493757519,41.57478166
12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.621376432,0.513585375,43.33471751
25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.497503209,0.441470296,35.11873926
25,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.451910565,0.409033913,32.79766623
25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,1,0.1,0.517723246,0.460322355,37.32322478
12.5,0.25,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.563746659,0.471161461,39.38136072
25,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.489635345,0.445497348,35.88512085
25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.564904359,0.463806532,37.70659201
25,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.460205797,0.420210588,33.28480863
12.5,0.25,0.38,0.5,0.5,86,52,71.9,62,30,50.8,1,0.1,0.556301788,0.478760617,39.18675925
25,0.25,0.25,0.25,0.25,86,52,71.9,62,30,50.8,24,0.39,0.481472551,0.418732102,34.83881461
12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.501777434,0.448597173,35.92331365
12.5,0.25,0.25,0.75,0.5,86,52,71.9,62,30,50.8,16,0.26,0.517170184,0.456752669,36.09379556
25,0.5,0.38,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.594364445,0.449239458,41.2557857
12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.476054066,0.435287772,34.35665515
25,0.5,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.506793789,0.455880077,36.55432716
12.5,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.509158377,0.450786211,35.97225667
12.5,0.25,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.403217329,0.40383899,31.23191007
25,0.5,0.38,0.5,0.75,86,52,71.9,62,30,50.8,24,0.39,0.361519212,0.398863863,30.15219795
12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.489925759,0.438514042,34.66057255
25,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.417072864,0.395636151,31.11988062
12.5,0.25,0.25,0.38,0.75,86,52,71.9,62,30,50.8,1,0.1,0.61854944,0.510575061,43.00334146
12.5,0.25,0.25,0.25,0.25,86,52,71.9,62,30,50.8,1,0.1,0.522435446,0.455065287,36.01862394
25,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.376670148,0.400980125,30.12462708
12.5,0.25,0.25,0.25,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.565324698,0.494588902,39.73169085
12.5,0.25,0.25,0.38,0.5,86,52,71.9,62,30,50.8,16,0.26,0.488876344,0.435764199,34.66057255
25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,24,0.39,0.542163836,0.460305334,37.7513957
12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.511830268,0.430077888,36.21402074
